,subject_n,visibility,reward,RT,FP,FP1,FP2,FP3,FP4,FP5
247,0,False,True,0.34,0.3,0.9,0.3,0.6,0.9,0.3
248,0,False,True,0.34,0.3,0.3,0.9,0.3,0.6,0.9
249,0,False,True,0.3385204569749455,0.3,0.3,0.3,0.9,0.3,0.6
250,0,False,True,0.3028491412976832,0.3,0.3,0.3,0.3,0.9,0.3
251,0,False,True,0.34,0.3,0.3,0.3,0.3,0.3,0.9
252,0,False,True,0.34,0.9,0.3,0.3,0.3,0.3,0.3
253,0,False,True,0.34,0.3,0.9,0.3,0.3,0.3,0.3
254,0,False,True,0.3335640100590536,0.9,0.3,0.9,0.3,0.3,0.3
255,0,False,True,0.34,0.9,0.9,0.3,0.9,0.3,0.3
256,0,False,True,0.34,0.6,0.9,0.9,0.3,0.9,0.3
257,0,False,True,0.34,0.6,0.6,0.9,0.9,0.3,0.9
258,0,False,True,0.29000000000000004,0.9,0.6,0.6,0.9,0.9,0.3
259,0,False,True,0.34,0.9,0.9,0.6,0.6,0.9,0.9
260,0,False,True,0.34,0.3,0.9,0.9,0.6,0.6,0.9
261,0,False,True,0.34,0.3,0.3,0.9,0.9,0.6,0.6
262,0,False,True,0.34,0.3,0.3,0.3,0.9,0.9,0.6
263,0,False,True,0.34,0.3,0.3,0.3,0.3,0.9,0.9
264,0,False,True,0.34,0.6,0.3,0.3,0.3,0.3,0.9
265,0,False,True,0.29000000000000004,0.6,0.6,0.3,0.3,0.3,0.3
266,0,False,True,0.34,0.6,0.6,0.6,0.3,0.3,0.3
267,0,False,True,0.34,0.9,0.6,0.6,0.6,0.3,0.3
268,0,False,True,0.29000000000000004,0.9,0.9,0.6,0.6,0.6,0.3
269,0,False,True,0.34,0.6,0.9,0.9,0.6,0.6,0.6
270,0,False,False,0.34,0.9,0.0,0.0,0.0,0.0,0.0
271,0,False,False,0.3518278043352631,0.6,0.9,0.0,0.0,0.0,0.0
272,0,False,False,0.3525925923948346,0.3,0.6,0.9,0.0,0.0,0.0
273,0,False,False,0.34,0.9,0.3,0.6,0.9,0.0,0.0
274,0,False,False,0.34,0.3,0.9,0.3,0.6,0.9,0.0
275,0,False,False,0.3015006130631613,0.9,0.3,0.9,0.3,0.6,0.9
276,0,False,False,0.34,0.6,0.9,0.3,0.9,0.3,0.6
277,0,False,False,0.3526969343661231,0.3,0.6,0.9,0.3,0.9,0.3
278,0,False,False,0.30195880148766363,0.9,0.3,0.6,0.9,0.3,0.9
279,0,False,False,0.3030009534461247,0.9,0.9,0.3,0.6,0.9,0.3
280,0,False,False,0.34,0.3,0.9,0.9,0.3,0.6,0.9
281,0,False,False,0.30161422256114034,0.6,0.3,0.9,0.9,0.3,0.6
282,0,False,False,0.30252035821727535,0.9,0.6,0.3,0.9,0.9,0.3
283,0,False,False,0.34,0.9,0.9,0.6,0.3,0.9,0.9
284,0,False,False,0.34,0.6,0.9,0.9,0.6,0.3,0.9
285,0,False,False,0.34,0.6,0.6,0.9,0.9,0.6,0.3
286,0,False,False,0.34,0.9,0.6,0.6,0.9,0.9,0.6
287,0,False,False,0.34,0.6,0.9,0.6,0.6,0.9,0.9
288,0,False,False,0.34,0.9,0.6,0.9,0.6,0.6,0.9
289,0,False,False,0.34,0.6,0.9,0.6,0.9,0.6,0.6
290,0,False,False,0.34,0.9,0.6,0.9,0.6,0.9,0.6
291,0,False,False,0.34,0.3,0.9,0.6,0.9,0.6,0.9
292,0,False,False,0.34,0.9,0.3,0.9,0.6,0.9,0.6
293,0,False,False,0.34,0.9,0.9,0.3,0.9,0.6,0.9
294,0,False,False,0.3022392290589029,0.9,0.9,0.9,0.3,0.9,0.6
295,0,False,False,0.34,0.9,0.9,0.9,0.9,0.3,0.9
296,0,False,False,0.34,0.9,0.9,0.9,0.9,0.9,0.3
297,0,False,False,0.34,0.9,0.9,0.9,0.9,0.9,0.9
298,0,False,False,0.34,0.6,0.9,0.9,0.9,0.9,0.9
299,0,False,False,0.34,0.3,0.6,0.9,0.9,0.9,0.9
300,0,False,True,0.29000000000000004,0.9,0.0,0.0,0.0,0.0,0.0
301,0,False,True,0.34,0.6,0.9,0.0,0.0,0.0,0.0
302,0,False,True,0.34,0.6,0.6,0.9,0.0,0.0,0.0
303,0,False,True,0.34,0.6,0.6,0.6,0.9,0.0,0.0
304,0,False,True,0.29000000000000004,0.9,0.6,0.6,0.6,0.9,0.0
305,0,False,True,0.34,0.3,0.9,0.6,0.6,0.6,0.9
306,0,False,True,0.29000000000000004,0.6,0.3,0.9,0.6,0.6,0.6
307,0,False,True,0.29000000000000004,0.9,0.6,0.3,0.9,0.6,0.6
308,0,False,True,0.34,0.6,0.9,0.6,0.3,0.9,0.6
309,0,False,True,0.34,0.9,0.6,0.9,0.6,0.3,0.9
310,0,False,True,0.34,0.3,0.9,0.6,0.9,0.6,0.3
311,0,False,True,0.34,0.9,0.3,0.9,0.6,0.9,0.6
312,0,False,True,0.34,0.3,0.9,0.3,0.9,0.6,0.9
313,0,False,True,0.3192418811886096,0.3,0.3,0.9,0.3,0.9,0.6
314,0,False,True,0.29000000000000004,0.9,0.3,0.3,0.9,0.3,0.9
315,0,False,True,0.34,0.3,0.9,0.3,0.3,0.9,0.3
316,0,False,True,0.29000000000000004,0.9,0.3,0.9,0.3,0.3,0.9
317,0,False,True,0.34,0.6,0.9,0.3,0.9,0.3,0.3
318,0,False,True,0.29000000000000004,0.6,0.6,0.9,0.3,0.9,0.3
319,0,False,True,0.29000000000000004,0.9,0.6,0.6,0.9,0.3,0.9
320,0,False,True,0.34,0.6,0.9,0.6,0.6,0.9,0.3
321,0,False,True,0.34,0.9,0.6,0.9,0.6,0.6,0.9
322,0,False,True,0.34,0.9,0.9,0.6,0.9,0.6,0.6
323,0,False,True,0.34,0.3,0.9,0.9,0.6,0.9,0.6
324,0,False,True,0.34,0.3,0.3,0.9,0.9,0.6,0.9
325,0,False,True,0.3074458819581754,0.6,0.3,0.3,0.9,0.9,0.6
326,0,False,True,0.34,0.3,0.6,0.3,0.3,0.9,0.9
327,0,False,True,0.29000000000000004,0.9,0.3,0.6,0.3,0.3,0.9
328,0,False,True,0.34,0.6,0.9,0.3,0.6,0.3,0.3
329,0,False,True,0.34,0.3,0.6,0.9,0.3,0.6,0.3
330,0,True,True,0.27,0.9,0.0,0.0,0.0,0.0,0.0
331,0,True,True,0.32,0.3,0.9,0.0,0.0,0.0,0.0
332,0,True,True,0.27,0.9,0.3,0.9,0.0,0.0,0.0
333,0,True,True,0.27,0.3,0.9,0.3,0.9,0.0,0.0
334,0,True,True,0.32,0.3,0.3,0.9,0.3,0.9,0.0
335,0,True,True,0.27,0.6,0.3,0.3,0.9,0.3,0.9
336,0,True,True,0.27,0.9,0.6,0.3,0.3,0.9,0.3
337,0,True,True,0.27,0.3,0.9,0.6,0.3,0.3,0.9
338,0,True,True,0.27,0.9,0.3,0.9,0.6,0.3,0.3
339,0,True,True,0.27,0.9,0.9,0.3,0.9,0.6,0.3
340,0,True,True,0.32,0.6,0.9,0.9,0.3,0.9,0.6
341,0,True,True,0.32,0.3,0.6,0.9,0.9,0.3,0.9
342,0,True,True,0.27,0.9,0.3,0.6,0.9,0.9,0.3
343,0,True,True,0.32,0.3,0.9,0.3,0.6,0.9,0.9
344,0,True,True,0.32,0.6,0.3,0.9,0.3,0.6,0.9
345,0,True,True,0.32,0.6,0.6,0.3,0.9,0.3,0.6
346,0,True,True,0.27,0.9,0.6,0.6,0.3,0.9,0.3
347,0,True,True,0.27,0.9,0.9,0.6,0.6,0.3,0.9
348,0,True,True,0.32,0.3,0.9,0.9,0.6,0.6,0.3
349,0,True,True,0.32,0.9,0.3,0.9,0.9,0.6,0.6
350,0,True,True,0.32,0.3,0.9,0.3,0.9,0.9,0.6
351,0,True,True,0.32,0.3,0.3,0.9,0.3,0.9,0.9
352,0,True,True,0.32,0.3,0.3,0.3,0.9,0.3,0.9
353,0,True,True,0.32,0.6,0.3,0.3,0.3,0.9,0.3
354,0,True,True,0.32,0.9,0.6,0.3,0.3,0.3,0.9
355,0,True,True,0.32,0.9,0.9,0.6,0.3,0.3,0.3
356,0,True,True,0.32,0.3,0.9,0.9,0.6,0.3,0.3
