,visibility,reward,RT_avg,FP
0,True,True,0.3144257029995686,0.3
1,True,True,0.2990055473856168,0.6
2,True,True,0.28412769008418287,0.9
3,True,False,0.32376545240235977,0.3
4,True,False,0.3117624338358085,0.6
5,True,False,0.2996884907937236,0.9
6,False,True,0.33450719997115663,0.3
7,False,True,0.3188819660745807,0.6
8,False,True,0.30422660556527786,0.9
9,False,False,0.34306069760300173,0.3
10,False,False,0.3312647218576358,0.6
11,False,False,0.319843733112921,0.9
